;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Molar heat capacity at constant pressure, J/K/mol;Molar heat capacity at constant pressure, J/K/mol_std
1043347;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;306.15;101.0;242.83;0.364245
1043348;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;307.15;101.0;243.21;0.364815
1043349;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;308.15;101.0;243.49;0.365235
1043350;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;309.15;101.0;243.73;0.365595
1043351;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;310.15;101.0;244.0;0.366
1043352;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;311.15;101.0;244.35;0.366525
1043353;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;312.15;101.0;244.68;0.36702
1043354;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;313.15;101.0;244.91;0.367365
1048993;je100671v;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.3;112.0;0.168
1048994;je100671v;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.3;114.0;0.171
1048995;je100671v;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.3;116.0;0.174
1048996;je100671v;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;101.3;118.0;0.177
1049005;je100671v;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;298.15;101.3;304.0;0.456
1049006;je100671v;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;303.15;101.3;329.0;0.4935
1049007;je100671v;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;308.15;101.3;354.0;0.531
1049008;je100671v;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;313.15;101.3;379.0;0.5685
1075383;je101144k;2-aminoethanol;NCCO;9007-33-4;InChIKey=HZAXFHJVJLSVMW-UHFFFAOYSA-N;303.15;101.325;163.7027616;1.4733248544
1075384;je101144k;2-aminoethanol;NCCO;9007-33-4;InChIKey=HZAXFHJVJLSVMW-UHFFFAOYSA-N;313.15;101.325;167.97858;1.51180722
1075385;je101144k;2-aminoethanol;NCCO;9007-33-4;InChIKey=HZAXFHJVJLSVMW-UHFFFAOYSA-N;323.15;101.325;172.2543984;1.5502895856
1091572;je200038n;ammonia;N;15194-15-7;InChIKey=QGZKDVFQNNGYKY-UHFFFAOYSA-N;304.17;3000.0;82.46197152;0.2554584
1091573;je200038n;ammonia;N;15194-15-7;InChIKey=QGZKDVFQNNGYKY-UHFFFAOYSA-N;314.14;3000.0;83.449744;0.2554584
1091574;je200038n;ammonia;N;15194-15-7;InChIKey=QGZKDVFQNNGYKY-UHFFFAOYSA-N;324.11;3000.0;85.8340224;0.2554584
1091575;je200038n;ammonia;N;15194-15-7;InChIKey=QGZKDVFQNNGYKY-UHFFFAOYSA-N;334.09;3000.0;89.35934832;0.2554584
1118818;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;332.03;101.325;302.0;0.4
1118819;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;340.0;101.325;303.79;0.4
1118820;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;350.0;101.325;306.04;0.6
1118821;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;360.0;101.325;308.41;0.6
1118822;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;370.0;101.325;309.93;0.6
1119225;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;348.68;101.325;305.37;1.83222
1119226;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;350.47;101.325;306.11;1.83666
1119227;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;352.28;101.325;307.07;1.84242
1119228;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;354.1;101.325;304.34;1.82604
1119229;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;355.9;101.325;307.73;1.84638
1119230;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;357.73;101.325;308.85;1.8531
1119231;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;359.56;101.325;309.14;1.85484
1119232;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;361.57;101.325;306.43;1.83858
1119233;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;363.41;101.325;309.69;1.85814
1119234;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;365.26;101.325;310.84;1.86504
1119235;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;367.13;101.325;305.78;1.83468
1119236;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;369.03;101.325;310.48;1.86288
1119237;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;370.91;101.325;308.47;1.85082
1119238;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;348.64;101.325;304.58;1.82748
1119239;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;350.59;101.325;307.42;1.84452
1119240;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;352.61;101.325;306.03;1.83618
1119241;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;354.59;101.325;307.75;1.8465
1119242;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;356.6;101.325;308.43;1.85058
1119243;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;358.63;101.325;305.76;1.83456
1119244;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;360.65;101.325;308.73;1.85238
1119245;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;362.7;101.325;310.22;1.86132
1119246;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;369.32;101.325;308.58;1.85148
1119247;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;371.44;101.325;311.8;1.8708
1119248;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;367.19;101.325;311.76;1.87056
1119249;je200673a;ethyne, diphenyl-;c1ccc(cc1)C#Cc2ccccc2;72234-42-5;InChIKey=JRXXLCKWQFKACW-UHFFFAOYSA-N;364.77;101.325;310.47;1.86282
1136459;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;285.15;101.325;162.24;0.8112
1136460;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;286.65;101.325;162.41;0.81205
1136461;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;288.15;101.325;162.57;0.81285
1136462;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;289.65;101.325;162.74;0.8137
1136463;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;291.15;101.325;162.92;0.8146
1136464;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;292.65;101.325;163.09;0.81545
1136465;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;294.15;101.325;163.26;0.8163
1136466;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;295.65;101.325;163.44;0.8172
1136467;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;297.15;101.325;163.62;0.8181
1136468;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;298.15;101.325;163.73;0.81865
1136469;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;298.65;101.325;163.79;0.81895
1136470;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;300.15;101.325;163.97;0.81985
1136471;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;301.65;101.325;164.15;0.82075
1136472;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;303.15;101.325;164.34;0.8217
1136473;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;304.65;101.325;164.52;0.8226
1136474;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;306.15;101.325;164.71;0.82355
1136475;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;307.65;101.325;164.89;0.82445
1136476;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;309.15;101.325;165.08;0.8254
1136477;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;310.65;101.325;165.27;0.82635
1136478;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;312.15;101.325;165.46;0.8273
1136479;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;313.65;101.325;165.65;0.82825
1136480;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;315.15;101.325;165.85;0.82925
1136481;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;316.65;101.325;166.04;0.8302
1136482;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;318.15;101.325;166.24;0.8312
1136483;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;319.65;101.325;166.43;0.83215
1136484;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;321.15;101.325;166.63;0.83315
1136485;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;322.65;101.325;166.83;0.83415
1136486;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;324.15;101.325;167.04;0.8352
1136487;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;325.65;101.325;167.24;0.8362
1136488;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;327.15;101.325;167.44;0.8372
1136489;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;328.65;101.325;167.65;0.83825
1136490;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;330.15;101.325;167.86;0.8393
1136491;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;331.65;101.325;168.06;0.8403
1136492;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;333.15;101.325;168.27;0.84135
1136493;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;334.65;101.325;168.49;0.84245
1136494;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;336.15;101.325;168.7;0.8435
1136495;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;337.65;101.325;168.91;0.84455
1136496;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;339.15;101.325;169.13;0.84565
1136497;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;340.65;101.325;169.35;0.84675
1136498;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;342.15;101.325;169.56;0.8478
1136499;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;343.65;101.325;169.78;0.8489
1136500;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;345.15;101.325;170.0;0.85
1136501;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;346.65;101.325;170.23;0.85115
1136502;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;348.15;101.325;170.45;0.85225
1136503;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;349.65;101.325;170.68;0.8534
1136504;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;351.15;101.325;170.9;0.8545
1136505;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;352.65;101.325;171.13;0.85565
1136506;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;354.15;101.325;171.36;0.8568
1136507;je201002j;1,3-dibromopropane;BrCCCBr;625084-38-0;InChIKey=VEFLKXRACNJHOV-UHFFFAOYSA-N;355.15;101.325;171.51;0.85755
1136508;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;285.15;101.325;189.62;0.9481
1136509;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;286.65;101.325;189.85;0.94925
1136510;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;288.15;101.325;190.08;0.9504
1136511;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;289.65;101.325;190.32;0.9516
1136512;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;291.15;101.325;190.55;0.95275
1136513;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;292.65;101.325;190.79;0.95395
1136514;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;294.15;101.325;191.03;0.95515
1136515;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;295.65;101.325;191.27;0.95635
1136516;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;297.15;101.325;191.52;0.9576
1136517;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;298.15;101.325;191.68;0.9584
1136518;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;298.65;101.325;191.76;0.9588
1136519;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;300.15;101.325;192.01;0.96005
1136520;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;301.65;101.325;192.26;0.9613
1136521;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;303.15;101.325;192.51;0.96255
1136522;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;304.65;101.325;192.76;0.9638
1136523;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;306.15;101.325;193.01;0.96505
1136524;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;307.65;101.325;193.26;0.9663
1136525;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;309.15;101.325;193.52;0.9676
1136526;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;310.65;101.325;193.78;0.9689
1136527;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;312.15;101.325;194.04;0.9702
1136528;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;313.65;101.325;194.3;0.9715
1136529;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;315.15;101.325;194.56;0.9728
1136530;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;316.65;101.325;194.82;0.9741
1136531;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;318.15;101.325;195.09;0.97545
1136532;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;319.65;101.325;195.35;0.97675
1136533;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;321.15;101.325;195.62;0.9781
1136534;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;322.65;101.325;195.89;0.97945
1136535;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;324.15;101.325;196.16;0.9808
1136536;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;325.65;101.325;196.44;0.9822
1136537;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;327.15;101.325;196.71;0.98355
1136538;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;328.65;101.325;196.99;0.98495
1136539;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;330.15;101.325;197.27;0.98635
1136540;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;331.65;101.325;197.55;0.98775
1136541;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;333.15;101.325;197.83;0.98915
1136542;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;334.65;101.325;198.11;0.99055
1136543;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;336.15;101.325;198.4;0.992
1136544;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;337.65;101.325;198.68;0.9934
1136545;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;339.15;101.325;198.97;0.99485
1136546;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;340.65;101.325;199.26;0.9963
1136547;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;342.15;101.325;199.55;0.99775
1136548;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;343.65;101.325;199.84;0.9992
1136549;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;345.15;101.325;200.14;1.0007
1136550;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;346.65;101.325;200.43;1.00215
1136551;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;348.15;101.325;200.73;1.00365
1136552;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;349.65;101.325;201.03;1.00515
1136553;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;351.15;101.325;201.33;1.00665
1136554;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;352.65;101.325;201.63;1.00815
1136555;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;354.15;101.325;201.93;1.00965
1136556;je201002j;1,4-dibromobutane;BrCCCCBr;110-52-1;InChIKey=ULTHEAFYOOPTTB-UHFFFAOYSA-N;355.15;101.325;202.14;1.0107
1136557;je201002j;1,5-dibromopentane;BrCCCCCBr;111-24-0;InChIKey=IBODDUNKEPPBKW-UHFFFAOYSA-N;285.15;101.325;217.95;1.08975
1136558;je201002j;1,5-dibromopentane;BrCCCCCBr;111-24-0;InChIKey=IBODDUNKEPPBKW-UHFFFAOYSA-N;286.65;101.325;218.27;1.09135
1136559;je201002j;1,5-dibromopentane;BrCCCCCBr;111-24-0;InChIKey=IBODDUNKEPPBKW-UHFFFAOYSA-N;288.15;101.325;218.58;1.0929
1136560;je201002j;1,5-dibromopentane;BrCCCCCBr;111-24-0;InChIKey=IBODDUNKEPPBKW-UHFFFAOYSA-N;289.65;101.325;218.9;1.0945
1136561;je201002j;1,5-dibromopentane;BrCCCCCBr;111-24-0;InChIKey=IBODDUNKEPPBKW-UHFFFAOYSA-N;291.15;101.325;219.22;1.0961
1136562;je201002j;1,5-dibromopentane;BrCCCCCBr;111-24-0;InChIKey=IBODDUNKEPPBKW-UHFFFAOYSA-N;292.65;101.325;219.54;1.0977
1136563;je201002j;1,5-dibromopentane;BrCCCCCBr;111-24-0;InChIKey=IBODDUNKEPPBKW-UHFFFAOYSA-N;294.15;101.325;219.86;1.0993
