;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
1015209;je100170v;acetophenone;CC(=O)c1ccccc1;98-86-2;InChIKey=KWOLFJPFCHCOCG-UHFFFAOYSA-N;298.15;101.0;1296.2;0.2
1033287;je100472t;butanone;CCC(C)=O;78-93-3;InChIKey=ZWEHNKRNPOVVGH-UHFFFAOYSA-N;293.15;101.325;1212.0;0.1
1033288;je100472t;butanone;CCC(C)=O;78-93-3;InChIKey=ZWEHNKRNPOVVGH-UHFFFAOYSA-N;298.15;101.325;1190.8;0.1
1033289;je100472t;butanone;CCC(C)=O;78-93-3;InChIKey=ZWEHNKRNPOVVGH-UHFFFAOYSA-N;303.15;101.325;1170.6;0.1
1033293;je100472t;N-phenylmethylamine;NCc1ccccc1;100-46-9;InChIKey=WGQKYBSKWIADBV-UHFFFAOYSA-N;293.15;101.325;1582.5;0.1
1033294;je100472t;N-phenylmethylamine;NCc1ccccc1;100-46-9;InChIKey=WGQKYBSKWIADBV-UHFFFAOYSA-N;298.15;101.325;1563.9;0.1
1033295;je100472t;N-phenylmethylamine;NCc1ccccc1;100-46-9;InChIKey=WGQKYBSKWIADBV-UHFFFAOYSA-N;303.15;101.325;1546.0;0.1
1033299;je100472t;aniline;Nc1ccccc1;62-53-3;InChIKey=PAYRUJLWNCNPSJ-UHFFFAOYSA-N;293.15;101.325;1657.01;0.1
1033300;je100472t;aniline;Nc1ccccc1;62-53-3;InChIKey=PAYRUJLWNCNPSJ-UHFFFAOYSA-N;298.15;101.325;1637.8;0.1
1033301;je100472t;aniline;Nc1ccccc1;62-53-3;InChIKey=PAYRUJLWNCNPSJ-UHFFFAOYSA-N;303.15;101.325;1619.3;0.1
1033305;je100472t;pyridine;c1ccncc1;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N;293.15;101.325;1436.6;0.1
1033306;je100472t;pyridine;c1ccncc1;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N;298.15;101.325;1416.2;0.1
1033307;je100472t;pyridine;c1ccncc1;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N;303.15;101.325;1396.9;0.1
1037212;je1005196;tetrahydropyran;C1CCOCC1;142-68-7;InChIKey=DHXVGJBLRPWPCS-UHFFFAOYSA-N;298.15;101.325;1388.0;1.0
1037216;je1005196;aniline;Nc1ccccc1;62-53-3;InChIKey=PAYRUJLWNCNPSJ-UHFFFAOYSA-N;298.15;101.325;1635.0;1.0
1037220;je1005196;N-phenylmethylamine;NCc1ccccc1;100-46-9;InChIKey=WGQKYBSKWIADBV-UHFFFAOYSA-N;298.15;101.325;1572.0;1.0
1037224;je1005196;2-methylaniline;Cc1ccccc1N;95-53-4;InChIKey=RNVCVTLRINQCPJ-UHFFFAOYSA-N;298.15;101.325;1602.0;1.0
1038695;je1005483;4-methyl-1,3-dioxolan-2-one;CC1COC(=O)O1;108-32-7;InChIKey=RUOJZAUFBMNUDX-UHFFFAOYSA-N;298.15;101.3;1442.96;0.2
1038699;je1005483;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;298.15;101.3;1458.65;0.2
1041907;je100594u;1,3-dioxolane;C1COCO1;646-06-0;InChIKey=WNXJIVFYUVYPPR-UHFFFAOYSA-N;298.15;101.3;1339.4;0.2
1041908;je100594u;1,3-dioxolane;C1COCO1;646-06-0;InChIKey=WNXJIVFYUVYPPR-UHFFFAOYSA-N;298.15;101.3;1339.5;0.2
1041913;je100594u;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;298.15;101.3;1271.6;0.2
1041917;je100594u;diethyl ether;CCOCC;60-29-7;InChIKey=RTZKZFJDLAIYFH-UHFFFAOYSA-N;298.15;101.3;982.3;0.2
1043329;je100610v;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;292.7;101.0;1154.11;0.1
1043330;je100610v;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.0;101.0;1131.06;0.1
1043331;je100610v;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;302.98;101.0;1109.45;0.1
1043332;je100610v;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;308.06;101.0;1087.42;0.1
1043333;je100610v;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.45;101.0;1064.29;0.1
1043360;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;293.01;101.0;1337.76;0.1
1043361;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;298.18;101.0;1319.69;0.1
1043362;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;303.15;101.0;1302.36;0.1
1043363;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;308.14;101.0;1284.96;0.1
1043364;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;313.23;101.0;1267.39;0.1
1044789;je100652b;methyl methacrylate;COC(=O)C(C)=C;9065-11-6;InChIKey=VVQNEPGJFQJSBK-UHFFFAOYSA-N;298.15;101.325;1182.0;0.8
1044790;je100652b;methyl methacrylate;COC(=O)C(C)=C;9065-11-6;InChIKey=VVQNEPGJFQJSBK-UHFFFAOYSA-N;308.15;101.325;1152.0;0.8
1044793;je100652b;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1244.0;0.8
1044794;je100652b;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.325;1212.0;0.8
1044797;je100652b;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;298.15;101.325;1274.0;0.8
1044798;je100652b;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;308.15;101.325;1240.0;0.8
1044801;je100652b;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;298.15;101.325;1330.0;0.8
1044802;je100652b;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;308.15;101.325;1292.0;0.8
1044805;je100652b;benzene;c1ccccc1;27271-55-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;298.15;101.325;1300.0;0.8
1044806;je100652b;benzene;c1ccccc1;27271-55-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;308.15;101.325;1260.0;0.8
1044809;je100652b;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;298.15;101.325;1254.0;0.8
1044810;je100652b;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;308.15;101.325;1212.0;0.8
1044813;je100652b;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;298.15;101.325;1304.0;0.8
1044814;je100652b;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;308.15;101.325;1262.0;0.8
1044817;je100652b;1,4-dimethylbenzene;Cc1ccc(C)cc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;298.15;101.325;1314.0;0.8
1044818;je100652b;1,4-dimethylbenzene;Cc1ccc(C)cc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;308.15;101.325;1272.0;0.8
1044821;je100652b;ethylbenzene;CCc1ccccc1;70955-17-8;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;298.15;101.325;1319.0;0.8
1044822;je100652b;ethylbenzene;CCc1ccccc1;70955-17-8;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;308.15;101.325;1276.0;0.8
1053693;je100734t;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;293.15;101.0;1381.0;1.0
1053694;je100734t;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;303.15;101.0;1347.0;1.0
1053695;je100734t;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;313.15;101.0;1314.0;1.0
1053699;je100734t;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;293.15;101.0;1396.0;1.0
1053700;je100734t;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.15;101.0;1362.0;1.0
1053701;je100734t;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;313.15;101.0;1329.0;1.0
1053705;je100734t;xylene;Cc1ccccc1C;95-47-6;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;293.15;101.0;1369.0;1.0
1053706;je100734t;xylene;Cc1ccccc1C;95-47-6;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;303.15;101.0;1328.0;1.0
1053707;je100734t;xylene;Cc1ccccc1C;95-47-6;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;313.15;101.0;1289.0;1.0
1053711;je100734t;1,3-dimethylbenzene;Cc1cccc(C)c1;108-38-3;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;293.15;101.0;1341.0;1.0
1053712;je100734t;1,3-dimethylbenzene;Cc1cccc(C)c1;108-38-3;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;303.15;101.0;1300.0;1.0
1053713;je100734t;1,3-dimethylbenzene;Cc1cccc(C)c1;108-38-3;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;313.15;101.0;1259.0;1.0
1053714;je100734t;1,3-dimethylbenzene;Cc1cccc(C)c1;108-38-3;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;293.15;101.0;1340.0;1.0
1053718;je100734t;1,4-dimethylbenzene;Cc1ccc(C)cc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;293.15;101.0;1330.0;1.0
1053719;je100734t;1,4-dimethylbenzene;Cc1ccc(C)cc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;303.15;101.0;1289.0;1.0
1053720;je100734t;1,4-dimethylbenzene;Cc1ccc(C)cc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;313.15;101.0;1249.0;1.0
1053724;je100734t;ethylbenzene;CCc1ccccc1;70955-17-8;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;293.15;101.0;1340.0;1.0
1053725;je100734t;ethylbenzene;CCc1ccccc1;70955-17-8;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;303.15;101.0;1298.0;1.0
1053726;je100734t;ethylbenzene;CCc1ccccc1;70955-17-8;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;313.15;101.0;1257.0;1.0
1055679;je100765j;1-chlorobutane;CCCCCl;109-69-3;InChIKey=VFWCMGCRMGJXDK-UHFFFAOYSA-N;283.15;101.325;1180.14;0.01
1055680;je100765j;1-chlorobutane;CCCCCl;109-69-3;InChIKey=VFWCMGCRMGJXDK-UHFFFAOYSA-N;288.15;101.325;1159.51;0.01
1055681;je100765j;1-chlorobutane;CCCCCl;109-69-3;InChIKey=VFWCMGCRMGJXDK-UHFFFAOYSA-N;293.15;101.325;1138.84;0.01
1055682;je100765j;1-chlorobutane;CCCCCl;109-69-3;InChIKey=VFWCMGCRMGJXDK-UHFFFAOYSA-N;298.15;101.325;1118.18;0.01
1055683;je100765j;1-chlorobutane;CCCCCl;109-69-3;InChIKey=VFWCMGCRMGJXDK-UHFFFAOYSA-N;303.15;101.325;1097.64;0.01
1055684;je100765j;1-chlorobutane;CCCCCl;109-69-3;InChIKey=VFWCMGCRMGJXDK-UHFFFAOYSA-N;308.15;101.325;1077.18;0.01
1055685;je100765j;1-chlorobutane;CCCCCl;109-69-3;InChIKey=VFWCMGCRMGJXDK-UHFFFAOYSA-N;313.15;101.325;1056.91;0.01
1055700;je100765j;2-chlorobutane;CCC(C)Cl;53178-20-4;InChIKey=BSPCSKHALVHRSR-UHFFFAOYSA-N;283.15;101.325;1127.71;0.01
1055701;je100765j;2-chlorobutane;CCC(C)Cl;53178-20-4;InChIKey=BSPCSKHALVHRSR-UHFFFAOYSA-N;288.15;101.325;1107.25;0.01
1055702;je100765j;2-chlorobutane;CCC(C)Cl;53178-20-4;InChIKey=BSPCSKHALVHRSR-UHFFFAOYSA-N;293.15;101.325;1086.74;0.01
1055703;je100765j;2-chlorobutane;CCC(C)Cl;53178-20-4;InChIKey=BSPCSKHALVHRSR-UHFFFAOYSA-N;298.15;101.325;1066.24;0.01
1055704;je100765j;2-chlorobutane;CCC(C)Cl;53178-20-4;InChIKey=BSPCSKHALVHRSR-UHFFFAOYSA-N;303.15;101.325;1045.88;0.01
1055705;je100765j;2-chlorobutane;CCC(C)Cl;53178-20-4;InChIKey=BSPCSKHALVHRSR-UHFFFAOYSA-N;308.15;101.325;1025.33;0.01
1055706;je100765j;2-chlorobutane;CCC(C)Cl;53178-20-4;InChIKey=BSPCSKHALVHRSR-UHFFFAOYSA-N;313.15;101.325;1005.32;0.01
1055721;je100765j;tert-butyl chloride;CC(C)(C)Cl;507-20-0;InChIKey=NBRKLOOSMBRFMH-UHFFFAOYSA-N;283.15;101.325;1046.93;0.01
1055722;je100765j;tert-butyl chloride;CC(C)(C)Cl;507-20-0;InChIKey=NBRKLOOSMBRFMH-UHFFFAOYSA-N;288.15;101.325;1025.5;0.01
1055723;je100765j;tert-butyl chloride;CC(C)(C)Cl;507-20-0;InChIKey=NBRKLOOSMBRFMH-UHFFFAOYSA-N;293.15;101.325;1004.08;0.01
1055724;je100765j;tert-butyl chloride;CC(C)(C)Cl;507-20-0;InChIKey=NBRKLOOSMBRFMH-UHFFFAOYSA-N;298.15;101.325;983.25;0.01
1055725;je100765j;tert-butyl chloride;CC(C)(C)Cl;507-20-0;InChIKey=NBRKLOOSMBRFMH-UHFFFAOYSA-N;303.15;101.325;961.51;0.01
1055726;je100765j;tert-butyl chloride;CC(C)(C)Cl;507-20-0;InChIKey=NBRKLOOSMBRFMH-UHFFFAOYSA-N;308.15;101.325;940.46;0.01
1055727;je100765j;tert-butyl chloride;CC(C)(C)Cl;507-20-0;InChIKey=NBRKLOOSMBRFMH-UHFFFAOYSA-N;313.15;101.325;919.41;0.01
1055742;je100765j;isobutyl chloride;CC(C)CCl;513-36-0;InChIKey=QTBFPMKWQKYFLR-UHFFFAOYSA-N;283.15;101.325;1141.74;0.01
1055743;je100765j;isobutyl chloride;CC(C)CCl;513-36-0;InChIKey=QTBFPMKWQKYFLR-UHFFFAOYSA-N;288.15;101.325;1120.72;0.01
1055744;je100765j;isobutyl chloride;CC(C)CCl;513-36-0;InChIKey=QTBFPMKWQKYFLR-UHFFFAOYSA-N;293.15;101.325;1099.63;0.01
1055745;je100765j;isobutyl chloride;CC(C)CCl;513-36-0;InChIKey=QTBFPMKWQKYFLR-UHFFFAOYSA-N;298.15;101.325;1078.68;0.01
1055746;je100765j;isobutyl chloride;CC(C)CCl;513-36-0;InChIKey=QTBFPMKWQKYFLR-UHFFFAOYSA-N;303.15;101.325;1057.76;0.01
1055747;je100765j;isobutyl chloride;CC(C)CCl;513-36-0;InChIKey=QTBFPMKWQKYFLR-UHFFFAOYSA-N;308.15;101.325;1036.97;0.01
1055748;je100765j;isobutyl chloride;CC(C)CCl;513-36-0;InChIKey=QTBFPMKWQKYFLR-UHFFFAOYSA-N;313.15;101.325;1016.27;0.01
1055763;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;283.15;101.325;1065.52;0.01
1055764;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;288.15;101.325;1043.14;0.01
1055765;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;293.15;101.325;1020.62;0.01
1055766;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;298.15;101.325;998.27;0.01
1055767;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;303.15;101.325;976.02;0.01
1055768;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;308.15;101.325;953.94;0.01
1055769;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;313.15;101.325;932.01;0.01
1058962;je1008262;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;303.15;101.0;975.0;1.0
1058963;je1008262;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;313.15;101.0;934.0;1.0
1058964;je1008262;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;323.15;101.0;891.0;1.0
1058965;je1008262;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;323.15;101.0;892.0;1.0
1058969;je1008262;aniline;Nc1ccccc1;62-53-3;InChIKey=PAYRUJLWNCNPSJ-UHFFFAOYSA-N;303.15;101.0;1615.0;1.0
1058970;je1008262;aniline;Nc1ccccc1;62-53-3;InChIKey=PAYRUJLWNCNPSJ-UHFFFAOYSA-N;313.15;101.0;1581.0;1.0
1058971;je1008262;aniline;Nc1ccccc1;62-53-3;InChIKey=PAYRUJLWNCNPSJ-UHFFFAOYSA-N;323.15;101.0;1548.0;1.0
1058975;je1008262;N-phenylmethylamine;NCc1ccccc1;100-46-9;InChIKey=WGQKYBSKWIADBV-UHFFFAOYSA-N;303.15;101.0;1548.0;1.0
1058976;je1008262;N-phenylmethylamine;NCc1ccccc1;100-46-9;InChIKey=WGQKYBSKWIADBV-UHFFFAOYSA-N;313.15;101.0;1512.0;1.0
1058977;je1008262;N-phenylmethylamine;NCc1ccccc1;100-46-9;InChIKey=WGQKYBSKWIADBV-UHFFFAOYSA-N;323.15;101.0;1477.0;1.0
1058981;je1008262;N-ethylaniline;CCNc1ccccc1;103-69-5;InChIKey=OJGMBLNIHDZDGS-UHFFFAOYSA-N;303.15;101.0;1497.0;1.0
1058982;je1008262;N-ethylaniline;CCNc1ccccc1;103-69-5;InChIKey=OJGMBLNIHDZDGS-UHFFFAOYSA-N;313.15;101.0;1462.0;1.0
1058983;je1008262;N-ethylaniline;CCNc1ccccc1;103-69-5;InChIKey=OJGMBLNIHDZDGS-UHFFFAOYSA-N;323.15;101.0;1431.0;1.0
1068333;je100967k;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;293.15;101.0;1565.3;0.22
1068334;je100967k;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;303.15;101.0;1526.5;0.22
1068335;je100967k;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;313.15;101.0;1487.8;0.22
1068336;je100967k;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;323.15;101.0;1450.2;0.22
1068357;je100967k;2-aminoethanol;NCCO;9007-33-4;InChIKey=HZAXFHJVJLSVMW-UHFFFAOYSA-N;293.15;101.0;1735.9;0.22
1068358;je100967k;2-aminoethanol;NCCO;9007-33-4;InChIKey=HZAXFHJVJLSVMW-UHFFFAOYSA-N;303.15;101.0;1703.7;0.22
1068359;je100967k;2-aminoethanol;NCCO;9007-33-4;InChIKey=HZAXFHJVJLSVMW-UHFFFAOYSA-N;313.15;101.0;1671.2;0.22
1068360;je100967k;2-aminoethanol;NCCO;9007-33-4;InChIKey=HZAXFHJVJLSVMW-UHFFFAOYSA-N;323.15;101.0;1638.8;0.22
1068373;je100967k;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;101.0;1162.3;0.22
1068374;je100967k;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.0;1128.9;0.22
1068375;je100967k;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;101.0;1095.4;0.22
1068376;je100967k;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;101.0;1071.9;0.22
1068389;je100967k;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.0;1482.7;0.22
1068390;je100967k;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;1509.4;0.22
1068391;je100967k;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;101.0;1529.1;0.22
1068392;je100967k;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;323.15;101.0;1541.7;0.22
1084270;je1012857;1,2-diaminoethane;NCCN;107-15-3;InChIKey=PIICEJLVQHRZGT-UHFFFAOYSA-N;298.15;101.325;1671.6;0.1
1084273;je1012857;2-methyl-1-propanol;CC(C)CO;68989-27-5;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;298.15;101.325;1188.8;0.1
1084276;je1012857;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1241.1;0.1
1084279;je1012857;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;298.15;101.325;1140.4;0.1
1088807;je101358p;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;298.15;101.325;1347.4;0.1
1088808;je101358p;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;303.15;101.325;1330.58;0.1
1088809;je101358p;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;308.15;101.325;1313.92;0.1
1088813;je101358p;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;298.15;101.325;1328.08;0.1
1088814;je101358p;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;303.15;101.325;1311.24;0.1
1088815;je101358p;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;308.15;101.325;1294.54;0.1
1088819;je101358p;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;298.15;101.325;1364.53;0.1
1088820;je101358p;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;303.15;101.325;1347.59;0.1
1088821;je101358p;1-nonanol;CCCCCCCCCO;143-08-8;InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N;308.15;101.325;1331.0;0.1
1088825;je101358p;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;298.15;101.325;1380.58;0.1
1088826;je101358p;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.15;101.325;1363.52;0.1
1088827;je101358p;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;308.15;101.325;1346.58;0.1
1094001;je200121f;diisopropanolamine;CC(O)CNCC(C)O;110-97-4;InChIKey=LVTYICIALWPMFW-UHFFFAOYSA-N;323.15;101.0;1420.3;1.3
1094013;je200121f;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;293.15;101.0;1567.9;1.3
1094014;je200121f;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;303.15;101.0;1529.7;1.3
1094015;je200121f;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;313.15;101.0;1491.2;1.3
1094016;je200121f;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;323.15;101.0;1454.6;1.3
1094017;je200121f;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;293.15;101.0;1567.9;1.3
1094018;je200121f;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;303.15;101.0;1529.7;1.3
1094019;je200121f;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;313.15;101.0;1491.2;1.3
1094020;je200121f;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;323.15;101.0;1454.6;1.3
1094044;je200121f;2-propanol, 1-amino-;CC(O)CN;78-96-6;InChIKey=HXKKHQJGJAFBHI-VKHMYHEASA-N;293.15;101.0;1560.8;1.3
1094045;je200121f;2-propanol, 1-amino-;CC(O)CN;78-96-6;InChIKey=HXKKHQJGJAFBHI-VKHMYHEASA-N;303.15;101.0;1528.3;1.3
1094046;je200121f;2-propanol, 1-amino-;CC(O)CN;78-96-6;InChIKey=HXKKHQJGJAFBHI-VKHMYHEASA-N;313.15;101.0;1495.7;1.3
1094047;je200121f;2-propanol, 1-amino-;CC(O)CN;78-96-6;InChIKey=HXKKHQJGJAFBHI-VKHMYHEASA-N;323.15;101.0;1462.9;1.3
1107832;je200468r;2-methyl-1-propanol;CC(C)CO;68989-27-5;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;298.15;101.325;1188.11;0.1
1107835;je200468r;cyclopentanone;O=C1CCCC1;120-92-3;InChIKey=BGTOWKSIORTVQH-UHFFFAOYSA-N;298.15;101.325;1394.1;0.1
